title,price,bedrooms,bathrooms,square_feet,address,latitude,longitude,description,search_name,search_zip,url
"Kayak and Individual Storage Available, Business Center (Marina del Rey, CA)","5,751",3,2,,"13488 W Maxella Ave, Marina Del Rey, CA 90292",33.986223,-118.442466,"QR Code Link to This Post
Stella Apartments
13488 W Maxella Ave, Marina Del Rey, CA, 90292
More unit details at:
https://greystar.leasehomenow.com/dv13sm
Call Now -
show contact info
x 53
OR Text
53
to
show contact info
to text us.
Welcome To Stella Apartments In Marina Del Rey, CA
3 Bedroom, 2 Bath | Approximately 0 Sq. Ft.
Community Info:
Live Up
Take a departure and discover an entirely new coastal living experience in Marina Del Rey. Contemporary apartment residences offering studios, one bedrooms, two bedrooms, three bedroom and townhomes.
Our collection of amenities, retreats, outdoor spaces, nooks and gardens give you endless options for gathering or escaping.
Unit Highlights
✧  Oval Soaking Tubs
✧  Washer and Dryer in Every Home
✧  Oversized Balconies and Patios
✧  Central Air and Heat
✧  Complete Stainless Steel GE Appliances
✧  Moen Fixtures
✧  Fiber-Based Internet Speeds at 25/15 mbps, 50/25 mbps, and 100/50 mbps (Faster Enterprise Speeds Available)
✧  Over 20 Distinct Floor Plans
✧  Modern Quartz Countertops
Community Highlights
✧  Fitness Facility
✧  Business Center
✧  LEED Certified
✧  Sandy Beach and Reflecting Pond with Outdoor Space
✧  Private Screening Room
✧  Dog Park and Washing Station
✧  Kayak and Individual Storage Available
✧  Podium Lounge with Billiards Table
✧  Controlled Access Community
✧  Gold Wirescore
✧  Bike Kitchen
✧  Spa Room for On-Site Beauty Treatments
✧  Sky Lounge with All-Season Bar and Catering Kitchen
✧  Outdoor Living Area with Fire Coves and Gas Grills
✧  Valet Dry Cleaning
✧  Secure and Reserved Parking Garage
✧  Professional Conference Room
✧  Heated Saltwater Pool with Sunning Terrace, Social Cabanas and Soothing Hot Tub
✧  Yoga Room for Private Instruction
Office Hours
Mon - Sat: 10:00 AM - 6:00 PM
Pet Policy
2 pets max. Dog $75/mo, cat $50/mo $1000 pet deposit
Floor plans are artist’s rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Prices and availability are subject to change. Base rent is based on monthly frequency. Additional fees may apply, such as but not limited to package delivery, trash, water, amenities, etc. Deposits vary. Please see a representative for details.
Greystar California, Inc., Broker License #01525765 DMCA Agent: https://www.greystar.com/terms-of-use#Copyright%20Infringement%20Policy , Disclosures and Licenses: https://www.greystar.com/disclosures-and-licenses
Equal Housing Opportunity
EfdB8Xef",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-kayak-and-individual/7844890638.html
Beachfront Penthouse Marina Del Rey (Venice),"3,200",1,1,1100,"4121 via marina, marina del rey, 90292., Venice, CA 90294",33.980200,-118.460400,"QR Code Link to This Post
This is a really awesome unit. It comes with too many things to list but here are a few… :)
1100 sq ft
16 ft tall ceiling
Large patio with bbq and view of the Malibu mountains (unit faces north-west so there are AMAZING sunsets)
Sectional sofa to seat at least 10 people
Dining table for 8
Washer and dryer in the unit
100 year old handmade 20 ft Persian carpet
65 inch flat screen smart tv with Roku integrated
Large kitchen with everything you’d need
Huge shower and comfortable bathroom
Bedroom is simple and comes with a king size bed
This rental even comes with an awesome 2 seater kayak that is perfect for taking across the street to the beach and cruising the marina.
Fantastic building amenities…( pool, jacuzzi, gym, covered parking)
The location is amazing. As mentioned the beach is a few steps away and Marina Del Rey is the perfect place for travelers (lots of good restaurants, bars and beaches to walk to) (also is extremely close to LAX and Venice / Santa Monica)
3200 per month
Ideally looking for at least 2 months or more
Contact me for more info regarding terms…",marina del rey,90292.0,https://losangeles.craigslist.org/wst/vac/d/venice-beachfront-penthouse-marina-del/7840870931.html
Beautiful 720 Sq Ft 1 Bed / 1 Bath close to campus! (Marina del Rey),"3,365",1,1,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",33.988362,-118.444979,"QR Code Link to This Post
Come home to a great community - Tribeca Urban Apartments!
Address:
4108 Del Rey Ave
Marina del Rey, CA 90292
Phone:
show contact info
Beds:
1  /
Baths:
1 /
Size:
720 sq ft
Monthly Rent:
$3365 - $3390
Tribeca Urban is a brand new unsurpassed luxury living. Have your choice of thoughtful and incredibly spacious 1, 2 and 3 bedroom residences in a relaxing boutique enclave. Each light-filled apartment is fully appointed with designer finishes, unique touches and modern appliance packages that you'll adore. And with an impressive 95 Walk Score, this intimate community is close to everything you want, yet feels away from it all. Living on the Westside is so much better when you live urban - Tribeca Urban.
Deposit:
Call
Length of Lease:
6-Month, 10-Month, 11-Month, 12-Month, 13-Month
$1,000 OFF AT MOVE IN
Property Features:
➢ 40+ electric vehicle charging stations
➢ Easy access to 90, 10, and 405 Freeways
➢ High speed wi-fi throughout the common areas
➢ On-site bicycle storage areas
➢ On-site storage rooms available
➢ Professional on-site management
➢ Resort-style swimming pool and jacuzzi spa
➢ State-of-the-art fitness center
➢ Surfboard Rack
➢ Within .5 mile of a bus line
➢ Close to neighborhood parks including Admiralty Park, Culver West Park and Glen Alla Park
➢ Cybex ® equipment, treadmills & body arc trainers with HDTV, free weights and stretching mats
➢ Direct elevator access from garage to residential levels
➢ Eco friendly energy efficient solar panels providing power to the building common areas
➢ Gated resident access garage with ample guest parking
➢ Lushly landscaped center courtyard with relaxing lounge furniture, two cabanas, and BBQ area
➢ Music throughout select common area locations
➢ Near great shopping & dining at Marina Marketplace, Lincoln Blvd., and Marina Del Rey Harbor
➢ Pet friendly with on-site dog run (restrictions apply)
➢ Resident services include dry cleaning pick-up and drop off, car detailing, & special events
Apartment Amenities:
➢ Cambria® quartz solid surface countertops in kitchen
➢ Dimmable recessed lighting in dining room, kitchen, and foyer
➢ Full length Cambria© quartz solid surface countertops at all bathrooms
➢ Glass tile mosaic backsplash and under-cabinet lighting
➢ Nine foot high ceilings
➢ Optimized layout to allow abundant natural light
➢ Slide-in gas ranges, microwave, and dishwasher.
➢ Stackable full-size size GE Appliance® washer and dryers in each residence
➢ Stainless steel double bowl kitchen sink with Delta® pull-out sprayer faucet
➢ Tankless water heaters providing constant hot water for each residence
➢ Automatic lights in laundry and pantry closets in Select Units
➢ Bathroom Access in Select Units
➢ Decorative architectural niche at foyer for easy convenience in Select Units
➢ Designer floor tile at all bathrooms in Select Units
➢ Eight foot high entry and interior doors at most locations in Select Units
➢ MechoShade ® manual roller shades in Select Units
➢ Private patio and balconies in Select Units
➢ Solatube® lighting at select penthouse floor units
➢ Sound resistant and energy efficient low-E dual pane glass windows in Select Units
➢ Spacious linen cabinets and walk-in closets in Select Units
Pets:
Acceptable pets include cats, dogs, fish (50 gallon tank size limit with management's prior written authorization). Other animals are subject to management approval. Max 2 pets. Pet deposit fee min/max: $500 - $800. Pet policy fee min/max: $50 - $100. Restrictions: The following dog breeds (full or mixed breeds) are not acceptable: Pit Bull, Staffordshire Terrier, Rottweiler, German Shepherd, Presa Canarios, Chow Chow, Doberman Pinscher, Akita, Wolf-Hybrid, Mastiff, Cane Corsos, Great Dane, Alaskan Malamute, Siberian Husky or any other breed management deems as restricted. Prohib
Business Hours:
Mon - MON: 9:00 AM - 6:00 PM
Tue - TUE: 10:00 AM - 7:00 PM
Wed - WED: 9:00 AM - 6:00 PM
Thu - THU: 10:00 AM - 7:00 PM
Fri - SAT: 9:00 AM - 6:00 PM
Sun - SUN: 10:00 AM - 4:00 PM
Ready to Lease?
Phone:
show contact info
Website:
www.rentalsapts.com?n=tribeca_urban&rp=mrpcs3&t=wb
Prices and availability subject to change
EQUAL HOUSING OPPORTUNITY
J9TNH0XX9EA1ZXA",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-beautiful-720-sq-ft-bed/7843737119.html
Style and Luxury at Tribeca Urban Apartments. 1 bed / 1 bath / 720 sq (Marina del Rey),"3,365",1,1,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",33.988362,-118.444979,"QR Code Link to This Post
-- Tribeca Urban Apartments --
Call us today at
show contact info
$1,000 OFF AT MOVE IN
Monthly Rent:
$3365 - $3390
Apartment:
1 Bedroom | 1 Bathroom
Square Footage:
720 sq ft
Tribeca Urban is a brand new unsurpassed luxury living. Have your choice of thoughtful and incredibly spacious 1, 2 and 3 bedroom residences in a relaxing boutique enclave. Each light-filled apartment is fully appointed with designer finishes, unique touches and modern appliance packages that you'll adore. And with an impressive 95 Walk Score, this intimate community is close to everything you want, yet feels away from it all. Living on the Westside is so much better when you live urban - Tribeca Urban.
Pet Policy:
Acceptable pets include cats, dogs, fish (50 gallon tank size limit with management's prior written authorization). Other animals are subject to management approval. Max 2 pets. Pet deposit fee min/max: $500 - $800. Pet policy fee min/max: $50 - $100. Restrictions: The following dog breeds (full or mixed breeds) are not acceptable: Pit Bull, Staffordshire Terrier, Rottweiler, German Shepherd, Presa Canarios, Chow Chow, Doberman Pinscher, Akita, Wolf-Hybrid, Mastiff, Cane Corsos, Great Dane, Alaskan Malamute, Siberian Husky or any other breed management deems as restricted. Prohib
Check out our beautiful community featuring:
● 40+ electric vehicle charging stations
● 95 Walk Score® creates walkers paradise
● Easy access to 90, 10, and 405 Freeways
● High speed wi-fi throughout the common areas
● On-site bicycle storage areas
● On-site storage rooms available
● Professional on-site management
● Professionally maintained landscaping
● State-of-the-art fitness center
● Within .5 mile of a bus line
● Close to neighborhood parks including Admiralty Park, Culver West Park and Glen Alla Park
● Controlled entry access with staffed security guard kiosk (select times)
● Cybex ® equipment, treadmills & body arc trainers with HDTV, free weights and stretching mats
● Direct elevator access from garage to residential levels
● Eco friendly energy efficient solar panels providing power to the building common areas
● Gated resident access garage with ample guest parking
● Lushly landscaped center courtyard with relaxing lounge furniture, two cabanas, and BBQ area
● Luxurious clubhouse with flat screen TV and catering kitchen for private parties & community events
● Near great shopping & dining at Marina Marketplace, Lincoln Blvd., and Marina Del Rey Harbor
● Resident services include dry cleaning pick-up and drop off, car detailing, & special events
Apartment features include:
● Cambria® quartz solid surface countertops in kitchen
● Central air conditioning and heating in each residence
● Contemporary flat panel cabinetry with designer selected door pulls and ample pantry storage
● Dimmable recessed lighting in dining room, kitchen, and foyer
● Full length Cambria© quartz solid surface countertops at all bathrooms
● Glass tile mosaic backsplash and under-cabinet lighting
● Nine foot high ceilings
● Resident controlled Security system in each residence
● Slide-in gas ranges, microwave, and dishwasher.
● Stainless steel GE Profile® energy-efficient appliance package
● Automatic lights in laundry and pantry closets in Select Units
● Delta ® faucets in all bathrooms and showers in Select Units
● Designer floor tile at all bathrooms in Select Units
● Dual Walk In Closet in Select Units
● Eight foot high entry and interior doors at most locations in Select Units
● Full sized, tiled walk-in stall showers with frameless glass shower doors in Select Units
● MechoShade ® manual roller shades in Select Units
● Private patio and balconies in Select Units
● Soaking tubs with tile surround in Select Units
● Sound resistant and energy efficient low-E dual pane glass windows in Select Units
Call us today at
show contact info
Mon - MON: 9:00 AM - 6:00 PM
Tue - TUE: 10:00 AM - 7:00 PM
Wed - WED: 9:00 AM - 6:00 PM
Thu - THU: 10:00 AM - 7:00 PM
Fri - SAT: 9:00 AM - 6:00 PM
Sun - SUN: 10:00 AM - 4:00 PM
Website:
www.apt-rental.com?n=tribeca_urban&rp=3qen8a&t=wb
4108 Del Rey Ave
Marina del Rey, CA 90292
Lease Terms:
6-Month, 10-Month, 11-Month, 12-Month, 13-Month
Prices and availability subject to change
EQUAL HOUSING OPPORTUNITY
J9TNH0XX9EA1ZXA",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-style-and-luxury-at/7842727350.html
"Spacious, great natural light, large balcony - Pet friendly! (Marina del Rey)","3,430",1,1,831,"4600 Vía Marina, Marina del Rey, CA 90292",33.977900,-118.452500,"QR Code Link to This Post
GET TWO MONTHS FREE RENT!*
Additional restrictions apply. Contact us for information!
Welcome to Mariners Village, where postcard-worthy views meet everyday luxury. You’ll experience resort-style living in our Marina del Rey apartments with coastal-inspired amenities, luxurious homes, and a premium waterfront address. Choose from studio, one-, two-, and three-bedroom apartments in Marina del Rey with a wide variety of finishes and price points. Your marina front escape awaits – call today to reserve your new home!
Apartment Features:
Microwave
Refrigerator
Granite Countertop (in select units)
Custom Kitchen Cabinetry (in select units)
Reserved, Covered Parking
Private Patios and Balconies (in select units)
Gas Fireplace (in select units)
Spectacular Channel and Marina Views (in select units)
Community Features:
Swimming Pools
Tennis Courts
Two Spas
Outdoor Fitness Center
Waterfront Decks
Laundry Facilities
Pet-Friendly
On-Site Management
On-Site Food Truck
BBQ/Picnic Area
Package Room
Garage
On-site Courtesy Patrol
Call:
show contact info
For more information, visit us at: https://livewithesring.com/xhp5o44h/mariners-village
Select units have carports.
Pricing is subject to change. Call for details.",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-spacious-great-natural/7844167596.html
"Zoom on over for a look at our great 1 bed, 1 bath! 720 Sq Ft! (Marina del Rey)","3,365",1,1,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",33.988362,-118.444979,"QR Code Link to This Post
1 Bedroom  1 Bathroom | 720 sq ft | $3365 - $3390/Month
Tribeca Urban Apartments
4108 Del Rey Ave
Marina del Rey, CA 90292
Call to schedule a viewing:
show contact info
Description:
When you visit Marina del Rey, you'll see that living in the moment means paddle boarding to breakfast. Here, you can rejuvenate and reconnect with the outdoors by soaking in the Marina's mesmerizing sunsets and fresh ocean breezes. Be inspired to set sail, try paddle board yoga or parasailing. Celebrate by embracing an evening under the star-kissed sky on a dining cruise. It's all here … visit Marina del Rey for your next coastal getaway!
Apartment Amenities:
− Cambria® quartz solid surface countertops in kitchen
− Central air conditioning and heating in each residence
− Contemporary flat panel cabinetry with designer selected door pulls and ample pantry storage
− Dimmable recessed lighting in dining room, kitchen, and foyer
− Nine foot high ceilings
− Optimized layout to allow abundant natural light
− Resident controlled Security system in each residence
− Side-by-side refrigerator with ice-maker and water dispenser
− Stackable full-size size GE Appliance® washer and dryers in each residence
− Stainless steel double bowl kitchen sink with Delta® pull-out sprayer faucet
− Automatic lights in laundry and pantry closets in Select Units
− Bathroom Access in Select Units
− Bullnose drywall corners with arched hallways in Select Units
− Decorative architectural niche at foyer for easy convenience in Select Units
− Delta ® faucets in all bathrooms and showers in Select Units
− Designer floor tile at all bathrooms in Select Units
− Dual Walk In Closet in Select Units
− Entry Closet in Select Units
− Full sized, tiled walk-in stall showers with frameless glass shower doors in Select Units
− Soaking tubs with tile surround in Select Units
Our Residents Enjoy:
− 40+ electric vehicle charging stations
− 95 Walk Score® creates walkers paradise
− Easy access to 90, 10, and 405 Freeways
− High speed wi-fi throughout the common areas
− On-site storage rooms available
− Professional on-site management
− Professionally maintained landscaping
− Resort-style swimming pool and jacuzzi spa
− State-of-the-art fitness center
− Surfboard Rack
− Close to neighborhood parks including Admiralty Park, Culver West Park and Glen Alla Park
− Controlled entry access with staffed security guard kiosk (select times)
− Cybex ® equipment, treadmills & body arc trainers with HDTV, free weights and stretching mats
− Direct elevator access from garage to residential levels
− Gated resident access garage with ample guest parking
− Lushly landscaped center courtyard with relaxing lounge furniture, two cabanas, and BBQ area
− Luxurious clubhouse with flat screen TV and catering kitchen for private parties & community events
− Music throughout select common area locations
− Near great shopping & dining at Marina Marketplace, Lincoln Blvd., and Marina Del Rey Harbor
− Pet friendly with on-site dog run (restrictions apply)
Additional Details:
Deposit: Call
Terms: 6-Month, 10-Month, 11-Month, 12-Month, 13-Month
Pets: Acceptable pets include cats, dogs, fish (50 gallon tank size limit with management's prior written authorization). Other animals are subject to management approval. Max 2 pets. Pet deposit fee min/max: $500 - $800. Pet policy fee min/max: $50 - $100. Restrictions: The following dog breeds (full or mixed breeds) are not acceptable: Pit Bull, Staffordshire Terrier, Rottweiler, German Shepherd, Presa Canarios, Chow Chow, Doberman Pinscher, Akita, Wolf-Hybrid, Mastiff, Cane Corsos, Great Dane, Alaskan Malamute, Siberian Husky or any other breed management deems as restricted. Prohib
$1,000 OFF AT MOVE IN
Call to schedule a viewing:
show contact info
Website:
www.apts-rental.com?n=tribeca_urban&rp=no3ket&t=wb
Prices and availability subject to change
EQUAL HOUSING OPPORTUNITY
J9TNH0XX9EA1ZXA",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-zoom-on-over-for-look-at/7842146862.html
We welcome your furry friends! Pet Friendly! 1 Bd / 1 Ba / 720 SqFt (Marina del Rey),"3,365",1,1,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",33.988362,-118.444979,"QR Code Link to This Post
Tribeca Urban Apartments
Visit our community today!
4108 Del Rey Ave Marina del Rey, CA 90292
Contact us for more information!
show contact info
$1,000 OFF AT MOVE IN
Unit Rates:
$3365 - $3390/month
Unit Type:
1-BR 1-BA
Unit Size:
720 sq ft
Lease Terms:
6-Month, 10-Month, 11-Month, 12-Month, 13-Month
Pet Policy:
Acceptable pets include cats, dogs, fish (50 gallon tank size limit with management's prior written authorization). Other animals are subject to management approval. Max 2 pets. Pet deposit fee min/max: $500 - $800. Pet policy fee min/max: $50 - $100. Restrictions: The following dog breeds (full or mixed breeds) are not acceptable: Pit Bull, Staffordshire Terrier, Rottweiler, German Shepherd, Presa Canarios, Chow Chow, Doberman Pinscher, Akita, Wolf-Hybrid, Mastiff, Cane Corsos, Great Dane, Alaskan Malamute, Siberian Husky or any other breed management deems as restricted. Prohib
What you’ll find in our community:
− 40+ electric vehicle charging stations
− 95 Walk Score® creates walkers paradise
− High speed wi-fi throughout the common areas
− On-site bicycle storage areas
− On-site storage rooms available
− Professional on-site management
− Professionally maintained landscaping
− Resort-style swimming pool and jacuzzi spa
− Surfboard Rack
− Within .5 mile of a bus line
− Close to neighborhood parks including Admiralty Park, Culver West Park and Glen Alla Park
− Controlled entry access with staffed security guard kiosk (select times)
− Direct elevator access from garage to residential levels
− Eco friendly energy efficient solar panels providing power to the building common areas
− Gated resident access garage with ample guest parking
− Lushly landscaped center courtyard with relaxing lounge furniture, two cabanas, and BBQ area
− Luxurious clubhouse with flat screen TV and catering kitchen for private parties & community events
− Music throughout select common area locations
− Pet friendly with on-site dog run (restrictions apply)
− Resident services include dry cleaning pick-up and drop off, car detailing, & special events
Description:
Tribeca Urban Apartments in Marina Del Rey, CA offers countless community and apartment amenities. Enjoy the on-site fitness center, resort-style pool curated with convenience, comfort, and satisfaction in mind.
This unit comes with:
− Central air conditioning and heating in each residence
− Contemporary flat panel cabinetry with designer selected door pulls and ample pantry storage
− Full length Cambria© quartz solid surface countertops at all bathrooms
− Glass tile mosaic backsplash and under-cabinet lighting
− Luxury wood laminate flooring throughout living space
− Nine foot high ceilings
− Side-by-side refrigerator with ice-maker and water dispenser
− Slide-in gas ranges, microwave, and dishwasher.
− Stainless steel GE Profile® energy-efficient appliance package
− Tankless water heaters providing constant hot water for each residence
− Attractive frosted glass wardrobe doors in Select Units
− Automatic lights in laundry and pantry closets in Select Units
− Eight foot high entry and interior doors at most locations in Select Units
− Entry Closet in Select Units
− Full sized, tiled walk-in stall showers with frameless glass shower doors in Select Units
− Soaking tubs with tile surround in Select Units
− Solatube® lighting at select penthouse floor units
− Sound resistant and energy efficient low-E dual pane glass windows in Select Units
− Spacious linen cabinets and walk-in closets in Select Units
− Two-tone paint schemes with accent walls in Select Units
Contact us for more information!
show contact info
Mon - MON: 9:00 AM - 6:00 PM
Tue - TUE: 10:00 AM - 7:00 PM
Wed - WED: 9:00 AM - 6:00 PM
Thu - THU: 10:00 AM - 7:00 PM
Fri - SAT: 9:00 AM - 6:00 PM
Sun - SUN: 10:00 AM - 4:00 PM
Visit our website to schedule a personal tour!
Website:
www.lease-apts.com?n=tribeca_urban&rp=fiubjg&t=wb
Prices and availability subject to change
EQUAL HOUSING OPPORTUNITY
J9TNH0XX9EA1ZXA",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-we-welcome-your-furry/7840559435.html
"Land for sale, roughly an Acre. in 96101 Zip code. Outdoor Adventure (Alturas, Modoc County)","4,259",,,43000,,33.977900,-118.452500,"QR Code Link to This Post
My Acre of land is located in Modoc County, northern CA, 96101. We own it with the deed in hand.
These pictures are similar and somewhat close in proximity to the actual land we have for sale.
The zoning allows Residential/Recreational.
It is not lakefront, but it's near a lake. So, you could walk to the lake.
Currently, there is electric service readily available along the main road (California Pines Blvd) and branches to existing home sites.
You are entitled to drill a domestic well on your property at your own cost. Water is not guaranteed to be available at any specific depths, quantity, or quality. Contact a Licensed California Well driller for further information and proposed costs. Note: Septic, a well or cistern is required before building.
Asking price: $4,259.00 (Cash);
$6459.00 total for (Payments).
I am willing to negotiate.
Closest city: Alturas at 10 miles away; is within Modoc county.
Local airports: California Pines and Alturas Municipal Airport.
National Forest: Shasta and Modoc National Forests, are in proximity.
Lake Tahoe is only 214 miles away which is nearby, next to Reno Nevada.
Klamath Falls is very close by within Oregon state.
The parcel number is 036-033-014-000
Do you have a dream of property ownership? Would you like to get away from the bumper to bumper?
Here you can breathe-in crisp clean air in this beautiful land of tranquility.
For you outdoor enthusiasts there is bicycling, boating and fishing, hiking, hunting, lake, rodeo, and ski area.
You can also go camping on your plot of land for up to 30 days at a time.
The people are friendly and there is very safe neighborhoods. There's also a county museum.
Truly enjoy gracious living in this beautiful piece of paradise, it is simply breathtaking.
So, get out of the rat race and away from the stress of the city.
You'll become a real property land owner with the deed for about 1 acre land. A one full acre equals 43,560 square feet (ft2). But honestly, this is just under a full acre, so it would actually be a bit less than that.
Again, it's located in northern CA, which borders Nevada and Oregon states.
Thank you for reading, and I look forward to completing this transaction with you.
Welcome to Text or call me, please leave your ph. # with message.",marina del rey,90292.0,https://losangeles.craigslist.org/wst/reo/d/marina-del-rey-land-for-sale-roughly-an/7844789964.html
"🐬Ample closets, swimming pools and hot tubs, minutes to the water🐬 (Marina del Rey)","4,240",2,2,1090,"4600 Vía Marina, Marina del Rey, CA 90292",33.977900,-118.452500,"QR Code Link to This Post
GET TWO MONTHS FREE RENT!*
Additional restrictions apply. Contact us for information!
Welcome to Mariners Village, where postcard-worthy views meet everyday luxury. You’ll experience resort-style living in our Marina del Rey apartments with coastal-inspired amenities, luxurious homes, and a premium waterfront address. Choose from studio, one-, two-, and three-bedroom apartments in Marina del Rey with a wide variety of finishes and price points. Your marina front escape awaits – call today to reserve your new home!
Apartment Features:
Microwave
Refrigerator
Granite Countertop (in select units)
Custom Kitchen Cabinetry (in select units)
Reserved, Covered Parking
Private Patios and Balconies (in select units)
Gas Fireplace (in select units)
Spectacular Channel and Marina Views (in select units)
Community Features:
Swimming Pools
Tennis Courts
Two Spas
Outdoor Fitness Center
Waterfront Decks
Laundry Facilities
Pet-Friendly
On-Site Management
On-Site Food Truck
BBQ/Picnic Area
Package Room
Garage
On-site Courtesy Patrol
Call:
show contact info
For more information, visit us at: https://livewithesring.com/lwjqns4m/mariners-village
Select units have carports.
Pricing is subject to change. Call for details.",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-ample-closets-swimming/7841209298.html
☀️🐳Up to $7K off rent for 1-bedrooms when signing a 12-month lease☀️ (Marina del Rey),"3,210",1,1,831,"4600 Vía Marina, Marina del Rey, CA 90292",33.977900,-118.452500,"QR Code Link to This Post
GET TWO MONTHS FREE RENT!*
Additional restrictions apply. Contact us for information!
Welcome to Mariners Village, where postcard-worthy views meet everyday luxury. You’ll experience resort-style living in our Marina del Rey apartments with coastal-inspired amenities, luxurious homes, and a premium waterfront address. Choose from studio, one-, two-, and three-bedroom apartments in Marina del Rey with a wide variety of finishes and price points. Your marina front escape awaits – call today to reserve your new home!
Apartment Features:
Microwave
Refrigerator
Granite Countertop (in select units)
Custom Kitchen Cabinetry (in select units)
Reserved, Covered Parking
Private Patios and Balconies (in select units)
Gas Fireplace (in select units)
Spectacular Channel and Marina Views (in select units)
Community Features:
Swimming Pools
Tennis Courts
Two Spas
Outdoor Fitness Center
Waterfront Decks
Laundry Facilities
Pet-Friendly
On-Site Management
On-Site Food Truck
BBQ/Picnic Area
Package Room
Garage
On-site Courtesy Patrol
Call:
show contact info
For more information, visit us at: https://livewithesring.com/uu5n46hr/mariners-village
Select units have carports.
Pricing is subject to change. Call for details.",marina del rey,90292.0,https://losangeles.craigslist.org/wst/apa/d/marina-del-rey-up-to-7k-off-rent-for/7843740096.html
