geo_id,sqft,usage,usage_med,usage_med_sqft,usetype,vintage_id,year,name
cities_115,NA,NA,NA,NA,institutional,1,2016,chino hills
cities_115,1680,masked,masked,masked,institutional,2,2016,chino hills
cities_115,29715,masked,masked,masked,institutional,3,2016,chino hills
cities_115,104124,masked,masked,masked,institutional,4,2016,chino hills
cities_115,7247,masked,masked,masked,multi_family,1,2016,chino hills
cities_115,12446,masked,masked,masked,multi_family,2,2016,chino hills
cities_115,816561,3841813.5000,11904.5000,5.2523,multi_family,3,2016,chino hills
cities_115,489259,3739961.0000,621500.0000,5.4920,multi_family,4,2016,chino hills
cities_115,NA,NA,NA,NA,other,1,2016,chino hills
cities_115,NA,NA,NA,NA,other,2,2016,chino hills
cities_115,3795,masked,masked,masked,other,3,2016,chino hills
cities_115,20579,masked,masked,masked,other,4,2016,chino hills
cities_115,NA,NA,NA,NA,residential_other,1,2016,chino hills
cities_115,59447,masked,masked,masked,residential_other,2,2016,chino hills
cities_115,2601,1543423.0000,771711.5000,536.5470,residential_other,3,2016,chino hills
cities_115,203594,masked,masked,masked,residential_other,4,2016,chino hills
cities_115,NA,masked,masked,masked,residential_uncat,1,2016,chino hills
cities_115,NA,NA,NA,NA,residential_uncat,2,2016,chino hills
cities_115,NA,NA,NA,NA,residential_uncat,3,2016,chino hills
cities_115,NA,masked,masked,masked,residential_uncat,4,2016,chino hills
cities_115,422838,2464836.0000,6282.0000,5.5657,res_total,1,2016,chino hills
cities_115,3613961,19653230.5000,7342.0000,5.2072,res_total,2,2016,chino hills
cities_115,15154927,67068682.5000,7396.5000,4.0436,res_total,3,2016,chino hills
cities_115,22932411,86061392.0000,7919.0000,3.3899,res_total,4,2016,chino hills
cities_115,415591,2412526.0000,6282.0000,5.5657,single_family,1,2016,chino hills
cities_115,3486633,19122395.5000,7371.0000,5.2258,single_family,2,2016,chino hills
cities_115,13430514,56120010.0000,7548.0000,4.0191,single_family,3,2016,chino hills
cities_115,21726593,76451953.0000,7951.0000,3.3623,single_family,4,2016,chino hills
cities_115,NA,NA,NA,NA,uncat,1,2016,chino hills
cities_115,NA,NA,NA,NA,uncat,2,2016,chino hills
cities_115,NA,NA,NA,NA,uncat,3,2016,chino hills
cities_115,NA,NA,NA,NA,uncat,4,2016,chino hills
cities_116,NA,NA,NA,NA,agriculture,1,2016,colton
cities_116,NA,NA,NA,NA,agriculture,2,2016,colton
cities_116,NA,NA,NA,NA,agriculture,3,2016,colton
cities_116,NA,NA,NA,NA,agriculture,4,2016,colton
cities_116,NA,NA,NA,NA,commercial,1,2016,colton
cities_116,NA,NA,NA,NA,commercial,2,2016,colton
cities_116,NA,NA,NA,NA,commercial,3,2016,colton
cities_116,NA,NA,NA,NA,commercial,4,2016,colton
cities_116,NA,NA,NA,NA,condo,1,2016,colton
cities_116,NA,NA,NA,NA,condo,2,2016,colton
cities_116,NA,NA,NA,NA,condo,3,2016,colton
cities_116,NA,NA,NA,NA,condo,4,2016,colton
cities_116,NA,NA,NA,NA,industrial,1,2016,colton
cities_116,NA,NA,NA,NA,industrial,2,2016,colton
cities_116,NA,NA,NA,NA,industrial,3,2016,colton
cities_116,NA,NA,NA,NA,industrial,4,2016,colton
cities_116,NA,NA,NA,NA,institutional,1,2016,colton
cities_116,NA,NA,NA,NA,institutional,2,2016,colton
cities_116,NA,NA,NA,NA,institutional,3,2016,colton
cities_116,NA,NA,NA,NA,institutional,4,2016,colton
cities_116,NA,NA,NA,NA,multi_family,1,2016,colton
cities_116,NA,NA,NA,NA,multi_family,2,2016,colton
cities_116,NA,NA,NA,NA,multi_family,3,2016,colton
cities_116,NA,NA,NA,NA,multi_family,4,2016,colton
cities_116,NA,NA,NA,NA,other,1,2016,colton
cities_116,NA,NA,NA,NA,other,2,2016,colton
cities_116,NA,NA,NA,NA,other,3,2016,colton
cities_116,NA,NA,NA,NA,other,4,2016,colton
cities_116,NA,NA,NA,NA,residential_other,1,2016,colton
cities_116,NA,NA,NA,NA,residential_other,2,2016,colton
cities_116,NA,NA,NA,NA,residential_other,3,2016,colton
cities_116,NA,NA,NA,NA,residential_other,4,2016,colton
cities_116,NA,NA,NA,NA,residential_uncat,1,2016,colton
cities_116,NA,NA,NA,NA,residential_uncat,2,2016,colton
cities_116,NA,NA,NA,NA,residential_uncat,3,2016,colton
cities_116,NA,NA,NA,NA,residential_uncat,4,2016,colton
cities_116,NA,NA,NA,NA,res_total,1,2016,colton
cities_116,NA,NA,NA,NA,res_total,2,2016,colton
cities_116,NA,NA,NA,NA,res_total,3,2016,colton
cities_116,NA,NA,NA,NA,res_total,4,2016,colton
cities_116,NA,NA,NA,NA,single_family,1,2016,colton
cities_116,NA,NA,NA,NA,single_family,2,2016,colton
cities_116,NA,NA,NA,NA,single_family,3,2016,colton
cities_116,NA,NA,NA,NA,single_family,4,2016,colton
cities_116,NA,NA,NA,NA,uncat,1,2016,colton
cities_116,NA,NA,NA,NA,uncat,2,2016,colton
cities_116,NA,NA,NA,NA,uncat,3,2016,colton
cities_116,NA,NA,NA,NA,uncat,4,2016,colton
cities_117,1792,masked,masked,masked,agriculture,1,2016,fontana
cities_117,NA,NA,NA,NA,agriculture,2,2016,fontana
cities_117,NA,NA,NA,NA,agriculture,3,2016,fontana
cities_117,NA,NA,NA,NA,agriculture,4,2016,fontana
cities_117,158863,masked,masked,masked,commercial,1,2016,fontana
cities_117,751401,10818942.0000,25920.5000,8.4309,commercial,2,2016,fontana
cities_117,2406734,masked,masked,masked,commercial,3,2016,fontana
cities_117,8041204,108193083.0000,176360.5000,20.1299,commercial,4,2016,fontana
cities_117,NA,masked,masked,masked,condo,1,2016,fontana
cities_117,32028,masked,masked,masked,condo,2,2016,fontana
cities_117,385547,6328450.0000,7273.0000,6.8244,condo,3,2016,fontana
cities_117,463229,3399589.0000,6530.0000,2.8709,condo,4,2016,fontana
cities_117,18161,masked,masked,masked,industrial,1,2016,fontana
cities_117,443131,masked,masked,masked,industrial,2,2016,fontana
cities_117,2359210,masked,masked,masked,industrial,3,2016,fontana
cities_117,12078971,masked,masked,masked,industrial,4,2016,fontana
cities_117,18294,masked,masked,masked,institutional,1,2016,fontana
cities_117,180063,masked,masked,masked,institutional,2,2016,fontana
cities_117,24010,masked,masked,masked,institutional,3,2016,fontana
cities_117,82465,masked,masked,masked,institutional,4,2016,fontana
cities_117,457920,3927283.5000,9925.0000,7.6625,multi_family,1,2016,fontana
cities_117,977198,6365958.0000,11924.0000,5.8166,multi_family,2,2016,fontana
cities_117,3221598,23487524.5000,27179.5000,6.6392,multi_family,3,2016,fontana
cities_117,203480,1655043.0000,15482.0000,5.8098,multi_family,4,2016,fontana
cities_117,3328,masked,masked,masked,other,1,2016,fontana
cities_117,6436,masked,masked,masked,other,2,2016,fontana
cities_117,11010,masked,masked,masked,other,3,2016,fontana
cities_117,101472,masked,masked,masked,other,4,2016,fontana
cities_117,9598,masked,masked,masked,residential_other,1,2016,fontana
cities_117,26442,3290003.0000,158300.5000,71.6343,residential_other,2,2016,fontana
cities_117,809059,2911550.0000,8711.0000,5.4785,residential_other,3,2016,fontana
cities_117,126415,masked,masked,masked,residential_other,4,2016,fontana
cities_117,NA,masked,masked,masked,residential_uncat,1,2016,fontana
cities_117,NA,masked,masked,masked,residential_uncat,2,2016,fontana
cities_117,NA,NA,NA,NA,residential_uncat,3,2016,fontana
cities_117,NA,NA,NA,NA,residential_uncat,4,2016,fontana
cities_117,2838662,19646203.5000,6958.0000,6.2831,res_total,1,2016,fontana
cities_117,10995594,66835335.0000,7091.0000,5.3700,res_total,2,2016,fontana
cities_117,20398241,118491943.0000,7300.0000,5.1439,res_total,3,2016,fontana
cities_117,43323353,172742827.1667,8484.0000,3.7571,res_total,4,2016,fontana
cities_117,2371144,15635109.0000,6673.0000,6.0668,single_family,1,2016,fontana
cities_117,9959926,56752661.0000,6980.0000,5.3283,single_family,2,2016,fontana
cities_117,15982037,85764418.5000,7244.0000,5.0952,single_family,3,2016,fontana
cities_117,42530229,166492338.1667,8498.5000,3.7639,single_family,4,2016,fontana
cities_117,NA,NA,NA,NA,uncat,1,2016,fontana
cities_117,NA,NA,NA,NA,uncat,2,2016,fontana
cities_117,NA,NA,NA,NA,uncat,3,2016,fontana
cities_117,NA,NA,NA,NA,uncat,4,2016,fontana
cities_118,NA,NA,NA,NA,agriculture,1,2016,grand terrace
cities_118,NA,NA,NA,NA,agriculture,2,2016,grand terrace
cities_118,NA,NA,NA,NA,agriculture,3,2016,grand terrace
cities_118,NA,NA,NA,NA,agriculture,4,2016,grand terrace
cities_118,864,masked,masked,masked,commercial,1,2016,grand terrace
cities_118,66078,masked,masked,masked,commercial,2,2016,grand terrace
cities_118,80928,masked,masked,masked,commercial,3,2016,grand terrace
cities_118,145769,masked,masked,masked,commercial,4,2016,grand terrace
cities_118,NA,NA,NA,NA,condo,1,2016,grand terrace
cities_118,25488,626927.0000,26228.0000,22.3528,condo,2,2016,grand terrace
cities_118,4271,741931.0000,146253.5000,130.3960,condo,3,2016,grand terrace
cities_118,153062,593416.0000,6109.0000,3.5656,condo,4,2016,grand terrace
cities_118,1114,masked,masked,masked,industrial,1,2016,grand terrace
cities_118,NA,NA,NA,NA,industrial,2,2016,grand terrace
cities_118,89076,masked,masked,masked,industrial,3,2016,grand terrace
cities_118,NA,NA,NA,NA,industrial,4,2016,grand terrace
cities_118,995,masked,masked,masked,institutional,1,2016,grand terrace
cities_118,NA,NA,NA,NA,institutional,2,2016,grand terrace
cities_118,NA,NA,NA,NA,institutional,3,2016,grand terrace
cities_118,107162,858013.0000,110641.0000,7.5178,institutional,4,2016,grand terrace
cities_118,11727,masked,masked,masked,multi_family,1,2016,grand terrace
cities_118,97331,591806.0000,12096.0000,6.3385,multi_family,2,2016,grand terrace
cities_118,462974,2245500.5000,30731.0000,4.9451,multi_family,3,2016,grand terrace
cities_118,238168,masked,masked,masked,multi_family,4,2016,grand terrace
cities_118,NA,NA,NA,NA,other,1,2016,grand terrace
cities_118,2419,masked,masked,masked,other,2,2016,grand terrace
cities_118,NA,NA,NA,NA,other,3,2016,grand terrace
cities_118,NA,NA,NA,NA,other,4,2016,grand terrace
cities_118,NA,NA,NA,NA,residential_other,1,2016,grand terrace
cities_118,17574,masked,masked,masked,residential_other,2,2016,grand terrace
cities_118,49025,masked,masked,masked,residential_other,3,2016,grand terrace
cities_118,NA,NA,NA,NA,residential_other,4,2016,grand terrace
cities_118,NA,NA,NA,NA,residential_uncat,1,2016,grand terrace
cities_118,NA,masked,masked,masked,residential_uncat,2,2016,grand terrace
cities_118,NA,masked,masked,masked,residential_uncat,3,2016,grand terrace
cities_118,NA,NA,NA,NA,residential_uncat,4,2016,grand terrace
cities_118,139759,963647.0000,8903.0000,5.8975,res_total,1,2016,grand terrace
cities_118,2550664,14918085.0000,8413.5000,5.2679,res_total,2,2016,grand terrace
cities_118,2329273,12477122.5000,8198.5000,4.7137,res_total,3,2016,grand terrace
cities_118,738994,masked,masked,masked,res_total,4,2016,grand terrace
cities_118,128032,masked,masked,masked,single_family,1,2016,grand terrace
cities_118,2410271,13363966.0000,8283.0000,5.2049,single_family,2,2016,grand terrace
cities_118,1813003,masked,masked,masked,single_family,3,2016,grand terrace
cities_118,347764,1541985.0000,9028.0000,4.4151,single_family,4,2016,grand terrace
cities_118,NA,NA,NA,NA,uncat,1,2016,grand terrace
cities_118,NA,NA,NA,NA,uncat,2,2016,grand terrace
cities_118,NA,NA,NA,NA,uncat,3,2016,grand terrace
cities_118,NA,NA,NA,NA,uncat,4,2016,grand terrace
cities_119,NA,NA,NA,NA,agriculture,1,2016,hesperia
cities_119,3160,masked,masked,masked,agriculture,2,2016,hesperia
cities_119,1646,masked,masked,masked,agriculture,3,2016,hesperia
cities_119,1344,masked,masked,masked,agriculture,4,2016,hesperia
cities_119,4113,masked,masked,masked,commercial,1,2016,hesperia
cities_119,237856,1592401.0000,13446.5000,7.4809,commercial,2,2016,hesperia
cities_119,1713613,21611010.0000,34853.5000,6.6688,commercial,3,2016,hesperia
cities_119,2574409,masked,masked,masked,commercial,4,2016,hesperia
cities_119,NA,masked,masked,masked,condo,1,2016,hesperia
cities_119,NA,NA,NA,NA,condo,2,2016,hesperia
cities_119,177298,831724.0000,7066.5000,4.6129,condo,3,2016,hesperia
cities_119,26563,masked,masked,masked,condo,4,2016,hesperia
cities_119,NA,NA,NA,NA,industrial,1,2016,hesperia
cities_119,43078,masked,masked,masked,industrial,2,2016,hesperia
cities_119,525407,4127513.0000,42171.5000,4.2965,industrial,3,2016,hesperia
cities_119,939308,masked,masked,masked,industrial,4,2016,hesperia
cities_119,1101,365985.0000,365985.0000,332.4114,institutional,1,2016,hesperia
cities_119,7384,masked,masked,masked,institutional,2,2016,hesperia
cities_119,98722,masked,masked,masked,institutional,3,2016,hesperia
cities_119,362265,masked,masked,masked,institutional,4,2016,hesperia
cities_119,4215,masked,masked,masked,multi_family,1,2016,hesperia
cities_119,233525,1781160.0000,8537.0000,6.0097,multi_family,2,2016,hesperia
cities_119,1231084,7414907.5000,13131.0000,5.7572,multi_family,3,2016,hesperia
cities_119,1008148,masked,masked,masked,multi_family,4,2016,hesperia
cities_119,NA,NA,NA,NA,other,1,2016,hesperia
cities_119,2715,masked,masked,masked,other,2,2016,hesperia
cities_119,11720,masked,masked,masked,other,3,2016,hesperia
cities_119,8746,masked,masked,masked,other,4,2016,hesperia
cities_119,NA,NA,NA,NA,residential_other,1,2016,hesperia
cities_119,213681,1592859.0000,5947.0000,5.2149,residential_other,2,2016,hesperia
cities_119,167230,2541562.0000,6020.0000,4.9417,residential_other,3,2016,hesperia
cities_119,229543,1285061.0000,7248.5000,4.8017,residential_other,4,2016,hesperia
cities_119,NA,NA,NA,NA,residential_uncat,1,2016,hesperia
cities_119,NA,NA,NA,NA,residential_uncat,2,2016,hesperia
cities_119,NA,NA,NA,NA,residential_uncat,3,2016,hesperia
cities_119,NA,masked,masked,masked,residential_uncat,4,2016,hesperia
cities_119,31207,masked,masked,masked,res_total,1,2016,hesperia
cities_119,6043237,34027105.0000,6685.5000,4.9900,res_total,2,2016,hesperia
cities_119,16016613,84437125.0000,7400.0000,4.7617,res_total,3,2016,hesperia
cities_119,20908264,masked,masked,masked,res_total,4,2016,hesperia
cities_119,26992,masked,masked,masked,single_family,1,2016,hesperia
cities_119,5596031,30653086.0000,6663.0000,4.9699,single_family,2,2016,hesperia
cities_119,14441001,masked,masked,masked,single_family,3,2016,hesperia
cities_119,19644010,79725608.0000,7736.0000,3.8362,single_family,4,2016,hesperia
cities_119,NA,NA,NA,NA,uncat,1,2016,hesperia
cities_119,NA,NA,NA,NA,uncat,2,2016,hesperia
cities_119,NA,NA,NA,NA,uncat,3,2016,hesperia
cities_119,NA,NA,NA,NA,uncat,4,2016,hesperia
cities_12,NA,NA,NA,NA,agriculture,1,2016,claremont
cities_12,NA,NA,NA,NA,agriculture,2,2016,claremont
cities_12,NA,NA,NA,NA,agriculture,3,2016,claremont
cities_12,NA,NA,NA,NA,agriculture,4,2016,claremont
cities_12,193353,masked,masked,masked,commercial,1,2016,claremont
cities_12,1396023,7945112.0000,36028.0000,6.6653,commercial,2,2016,claremont
cities_12,1369383,masked,masked,masked,commercial,3,2016,claremont
cities_12,466134,5406041.0000,85397.0000,9.2442,commercial,4,2016,claremont
cities_12,NA,NA,NA,NA,condo,1,2016,claremont
cities_12,322969,1656983.0000,6092.0000,4.1741,condo,2,2016,claremont
cities_12,770306,4081391.0000,5925.5000,3.9048,condo,3,2016,claremont
cities_12,169704,1717177.0000,7778.0000,4.3845,condo,4,2016,claremont
cities_12,79999,masked,masked,masked,industrial,1,2016,claremont
cities_12,35046,masked,masked,masked,industrial,2,2016,claremont
cities_12,616943,masked,masked,masked,industrial,3,2016,claremont
cities_12,74352,masked,masked,masked,industrial,4,2016,claremont
cities_12,444956,masked,masked,masked,institutional,1,2016,claremont
cities_12,495149,masked,masked,masked,institutional,2,2016,claremont
cities_12,212312,masked,masked,masked,institutional,3,2016,claremont
cities_12,168912,masked,masked,masked,institutional,4,2016,claremont
cities_12,335208,874502.0000,6245.0000,2.5899,multi_family,1,2016,claremont
cities_12,1405480,4516534.0000,8391.5000,2.5115,multi_family,2,2016,claremont
cities_12,196093,896228.0000,20979.0000,4.7584,multi_family,3,2016,claremont
cities_12,179902,981902.0000,18191.0000,3.2995,multi_family,4,2016,claremont
cities_12,3908,masked,masked,masked,other,1,2016,claremont
cities_12,2236,masked,masked,masked,other,2,2016,claremont
cities_12,NA,NA,NA,NA,other,3,2016,claremont
cities_12,NA,NA,NA,NA,other,4,2016,claremont
cities_12,184075,6162428.0000,1559457.0000,27.4377,residential_other,1,2016,claremont
cities_12,46740,masked,masked,masked,residential_other,2,2016,claremont
cities_12,2844,masked,masked,masked,residential_other,3,2016,claremont
cities_12,63998,masked,masked,masked,residential_other,4,2016,claremont
cities_12,NA,NA,NA,NA,residential_uncat,1,2016,claremont
cities_12,NA,masked,masked,masked,residential_uncat,2,2016,claremont
cities_12,NA,masked,masked,masked,residential_uncat,3,2016,claremont
cities_12,NA,masked,masked,masked,residential_uncat,4,2016,claremont
cities_12,2101376,13729127.5000,6540.5000,3.8411,res_total,1,2016,claremont
cities_12,12648439,54708984.5000,7736.0000,4.1547,res_total,2,2016,claremont
cities_12,3235316,13339573.0000,7514.0000,3.6250,res_total,3,2016,claremont
cities_12,2101127,9135641.0000,11911.5000,3.2421,res_total,4,2016,claremont
cities_12,1582093,6692197.5000,6593.0000,4.0021,single_family,1,2016,claremont
cities_12,10873250,47882437.5000,7819.0000,4.1735,single_family,2,2016,claremont
cities_12,2266073,8332709.0000,8671.0000,3.4678,single_family,3,2016,claremont
cities_12,1687523,5280563.0000,12881.0000,3.0192,single_family,4,2016,claremont
cities_12,NA,NA,NA,NA,uncat,1,2016,claremont
cities_12,NA,NA,NA,NA,uncat,2,2016,claremont
cities_12,NA,NA,NA,NA,uncat,3,2016,claremont
cities_12,NA,NA,NA,NA,uncat,4,2016,claremont
cities_120,NA,NA,NA,NA,agriculture,1,2016,highland
cities_120,2119,masked,masked,masked,agriculture,2,2016,highland
cities_120,NA,NA,NA,NA,agriculture,3,2016,highland
cities_120,NA,NA,NA,NA,agriculture,4,2016,highland
cities_120,54772,590791.0000,9129.0000,5.5708,commercial,1,2016,highland
cities_120,171665,masked,masked,masked,commercial,2,2016,highland
cities_120,129948,masked,masked,masked,commercial,3,2016,highland
cities_120,672779,masked,masked,masked,commercial,4,2016,highland
cities_120,5616,masked,masked,masked,condo,1,2016,highland
cities_120,109786,586224.0000,6955.0000,5.6062,condo,2,2016,highland
cities_120,1534127,7908513.0000,7973.0000,4.6652,condo,3,2016,highland
cities_120,4591963,masked,masked,masked,condo,4,2016,highland
cities_120,67292,masked,masked,masked,industrial,1,2016,highland
cities_120,29735,masked,masked,masked,industrial,2,2016,highland
cities_120,19080,masked,masked,masked,industrial,3,2016,highland
cities_120,15800,masked,masked,masked,industrial,4,2016,highland
cities_120,10660,masked,masked,masked,institutional,1,2016,highland
cities_120,44854,masked,masked,masked,institutional,2,2016,highland
cities_120,4977,masked,masked,masked,institutional,3,2016,highland
cities_120,752,masked,masked,masked,institutional,4,2016,highland
cities_120,228493,2244038.0000,8700.0000,8.9256,multi_family,1,2016,highland
cities_120,474497,3717060.5000,11050.0000,7.4940,multi_family,2,2016,highland
cities_120,688357,masked,masked,masked,multi_family,3,2016,highland
cities_120,3575,masked,masked,masked,multi_family,4,2016,highland
cities_120,NA,NA,NA,NA,other,1,2016,highland
cities_120,4212,masked,masked,masked,other,2,2016,highland
cities_120,135266,745723.0000,14294.0000,8.3008,other,3,2016,highland
cities_120,1674,masked,masked,masked,other,4,2016,highland
cities_120,6485,masked,masked,masked,residential_other,1,2016,highland
cities_120,796377,1938880.0000,269275.0000,2.2634,residential_other,2,2016,highland
cities_120,NA,NA,NA,NA,residential_other,3,2016,highland
cities_120,3650,masked,masked,masked,residential_other,4,2016,highland
cities_120,NA,NA,NA,NA,residential_uncat,1,2016,highland
cities_120,NA,NA,NA,NA,residential_uncat,2,2016,highland
cities_120,NA,NA,NA,NA,residential_uncat,3,2016,highland
cities_120,NA,NA,NA,NA,residential_uncat,4,2016,highland
cities_120,1703306,11990507.0000,6643.0000,6.3893,res_total,1,2016,highland
cities_120,5856870,33257928.5000,7321.0000,5.7956,res_total,2,2016,highland
cities_120,5089711,24965771.0000,8118.0000,4.6093,res_total,3,2016,highland
cities_120,10089470,41545772.0000,8582.0000,3.9410,res_total,4,2016,highland
cities_120,1462712,9499553.0000,6385.0000,6.1404,single_family,1,2016,highland
cities_120,4476210,27015764.0000,7230.0000,5.7206,single_family,2,2016,highland
cities_120,2867227,13712461.0000,8116.5000,4.5811,single_family,3,2016,highland
cities_120,5490282,23541886.0000,8730.5000,4.2304,single_family,4,2016,highland
cities_120,NA,NA,NA,NA,uncat,1,2016,highland
cities_120,NA,NA,NA,NA,uncat,2,2016,highland
cities_120,NA,NA,NA,NA,uncat,3,2016,highland
cities_120,NA,NA,NA,NA,uncat,4,2016,highland
cities_121,NA,NA,NA,NA,agriculture,1,2016,loma linda
cities_121,NA,NA,NA,NA,agriculture,2,2016,loma linda
cities_121,NA,NA,NA,NA,agriculture,3,2016,loma linda
cities_121,NA,NA,NA,NA,agriculture,4,2016,loma linda
cities_121,9427,masked,masked,masked,commercial,1,2016,loma linda
cities_121,73674,masked,masked,masked,commercial,2,2016,loma linda
cities_121,468526,masked,masked,masked,commercial,3,2016,loma linda
cities_121,315432,5437870.0000,186182.0000,20.3584,commercial,4,2016,loma linda
cities_121,1658,masked,masked,masked,condo,1,2016,loma linda
cities_121,145851,670853.0000,5515.0000,4.2300,condo,2,2016,loma linda
cities_121,462405,2777688.0000,5114.0000,4.1622,condo,3,2016,loma linda
cities_121,1519002,masked,masked,masked,condo,4,2016,loma linda
cities_121,NA,NA,NA,NA,industrial,1,2016,loma linda
cities_121,NA,NA,NA,NA,industrial,2,2016,loma linda
cities_121,171116,masked,masked,masked,industrial,3,2016,loma linda
cities_121,156905,masked,masked,masked,industrial,4,2016,loma linda
cities_121,NA,NA,NA,NA,institutional,1,2016,loma linda
cities_121,130906,masked,masked,masked,institutional,2,2016,loma linda
cities_121,81560,masked,masked,masked,institutional,3,2016,loma linda
cities_121,83090,masked,masked,masked,institutional,4,2016,loma linda
cities_121,115604,1268033.0000,9136.5000,8.4578,multi_family,1,2016,loma linda
cities_121,529745,3292003.0000,13303.5000,5.1253,multi_family,2,2016,loma linda
cities_121,523390,2058044.0000,20975.0000,4.9533,multi_family,3,2016,loma linda
cities_121,693377,3779020.0000,17529.0000,3.7170,multi_family,4,2016,loma linda
cities_121,NA,NA,NA,NA,other,1,2016,loma linda
cities_121,1284,masked,masked,masked,other,2,2016,loma linda
cities_121,NA,NA,NA,NA,other,3,2016,loma linda
cities_121,NA,NA,NA,NA,other,4,2016,loma linda
cities_121,4165,masked,masked,masked,residential_other,1,2016,loma linda
cities_121,NA,NA,NA,NA,residential_other,2,2016,loma linda
cities_121,221120,masked,masked,masked,residential_other,3,2016,loma linda
cities_121,60629,masked,masked,masked,residential_other,4,2016,loma linda
cities_121,NA,NA,NA,NA,residential_uncat,1,2016,loma linda
cities_121,NA,NA,NA,NA,residential_uncat,2,2016,loma linda
cities_121,NA,masked,masked,masked,residential_uncat,3,2016,loma linda
cities_121,NA,masked,masked,masked,residential_uncat,4,2016,loma linda
cities_121,410831,3183179.0000,6850.5000,6.3611,res_total,1,2016,loma linda
cities_121,2849856,14463103.5000,7632.5000,4.6411,res_total,2,2016,loma linda
cities_121,2754190,13319791.0000,6890.0000,4.0276,res_total,3,2016,loma linda
cities_121,4160195,17441639.0000,7920.5000,3.4674,res_total,4,2016,loma linda
cities_121,289404,1873614.0000,6415.5000,6.2031,single_family,1,2016,loma linda
cities_121,2174260,10500247.5000,7620.0000,4.6321,single_family,2,2016,loma linda
cities_121,1547275,6523739.0000,7505.0000,3.9843,single_family,3,2016,loma linda
cities_121,1887187,6821303.0000,8405.5000,3.4401,single_family,4,2016,loma linda
cities_121,NA,NA,NA,NA,uncat,1,2016,loma linda
cities_121,NA,NA,NA,NA,uncat,2,2016,loma linda
cities_121,NA,NA,NA,NA,uncat,3,2016,loma linda
cities_121,NA,NA,NA,NA,uncat,4,2016,loma linda
cities_122,NA,NA,NA,NA,agriculture,1,2016,montclair
cities_122,NA,NA,NA,NA,agriculture,2,2016,montclair
cities_122,2752,masked,masked,masked,agriculture,3,2016,montclair
cities_122,NA,NA,NA,NA,agriculture,4,2016,montclair
cities_122,8488,masked,masked,masked,commercial,1,2016,montclair
cities_122,1192603,masked,masked,masked,commercial,2,2016,montclair
cities_122,1470673,15731240.0000,95841.5000,7.7878,commercial,3,2016,montclair
cities_122,1350430,masked,masked,masked,commercial,4,2016,montclair
cities_122,NA,NA,NA,NA,condo,1,2016,montclair
cities_122,NA,NA,NA,NA,condo,2,2016,montclair
cities_122,688076,4434211.0000,5786.0000,4.4286,condo,3,2016,montclair
cities_122,244767,829736.0000,5698.0000,2.7363,condo,4,2016,montclair
cities_122,102216,masked,masked,masked,industrial,1,2016,montclair
cities_122,358765,2599109.0000,30961.0000,9.2953,industrial,2,2016,montclair
cities_122,431873,masked,masked,masked,industrial,3,2016,montclair
cities_122,699711,masked,masked,masked,industrial,4,2016,montclair
cities_122,NA,NA,NA,NA,institutional,1,2016,montclair
cities_122,38848,masked,masked,masked,institutional,2,2016,montclair
cities_122,NA,NA,NA,NA,institutional,3,2016,montclair
cities_122,228463,masked,masked,masked,institutional,4,2016,montclair
cities_122,21744,masked,masked,masked,multi_family,1,2016,montclair
cities_122,1223418,7061726.0000,15526.0000,4.8838,multi_family,2,2016,montclair
cities_122,100024,masked,masked,masked,multi_family,3,2016,montclair
cities_122,63277,946450.0000,109906.0000,5.7481,multi_family,4,2016,montclair
cities_122,1193,masked,masked,masked,other,1,2016,montclair
cities_122,2500,masked,masked,masked,other,2,2016,montclair
cities_122,NA,NA,NA,NA,other,3,2016,montclair
cities_122,NA,NA,NA,NA,other,4,2016,montclair
cities_122,720,masked,masked,masked,residential_other,1,2016,montclair
cities_122,1106901,masked,masked,masked,residential_other,2,2016,montclair
cities_122,121707,1760143.0000,271755.0000,4.2719,residential_other,3,2016,montclair
cities_122,131989,masked,masked,masked,residential_other,4,2016,montclair
cities_122,NA,NA,NA,NA,residential_uncat,1,2016,montclair
cities_122,NA,masked,masked,masked,residential_uncat,2,2016,montclair
cities_122,NA,masked,masked,masked,residential_uncat,3,2016,montclair
cities_122,NA,masked,masked,masked,residential_uncat,4,2016,montclair
cities_122,237139,1757483.0000,6373.5000,5.9301,res_total,1,2016,montclair
cities_122,7941239,40221659.5000,7047.5000,5.1083,res_total,2,2016,montclair
cities_122,1743122,10681118.0000,6778.0000,4.5176,res_total,3,2016,montclair
cities_122,1767983,7854031.0000,6894.0000,3.2569,res_total,4,2016,montclair
cities_122,214675,1427883.0000,6225.5000,5.6049,single_family,1,2016,montclair
cities_122,5610920,30692115.5000,6895.0000,5.1470,single_family,2,2016,montclair
cities_122,833315,3926103.0000,7712.0000,4.6106,single_family,3,2016,montclair
cities_122,1327950,4672234.0000,7053.0000,3.3309,single_family,4,2016,montclair
cities_122,NA,NA,NA,NA,uncat,1,2016,montclair
cities_122,NA,NA,NA,NA,uncat,2,2016,montclair
cities_122,NA,NA,NA,NA,uncat,3,2016,montclair
cities_122,NA,NA,NA,NA,uncat,4,2016,montclair
cities_123,NA,NA,NA,NA,agriculture,1,2016,needles
cities_123,NA,NA,NA,NA,agriculture,2,2016,needles
cities_123,NA,NA,NA,NA,agriculture,3,2016,needles
cities_123,NA,NA,NA,NA,agriculture,4,2016,needles
